,Resume,Labels
135,oper system window xp vista educ detail januari f paint nagpur maharashtra nagpur univers januari b f paint nagpur maharashtra nagpur univers januari diploma art maharashtra state board januari h c maharashtra state board januari c maharashtra state board fine art lectur skill detail ms cit exprienc monthscompani detail compani shubhankan fine art colleg indor descript job lectur shubhankan fine art colleg indor nov artist complet atd bfa mfa paint search job faculti area comfort place improv knowledg experi field compani descript experi class paint rangoli draw summer class etc health physic disabl orthoped,Arts
136,addit qualif april web design cours averag comput skillseduc detail januari januari bachelor art sociolog mumbai maharashtra mumbai univers januari januari bachelor art sociolog sophia colleg januari januari h c sophia colleg januari januari c st teresa convent high school head busi develop art head busi develop art skill detail compani detail compani british council descript respons strateg oversight respons programm perform art music theatr danc cultur sector lead concept oversight specif larg scale programm within overal art programm repres british council extern event india act deputi director art requir overse manag resourc deliv compel commun applic convey british council grant like charl wallac india trust young creativ entrepreneur cheven clore scholarship program time excel shortlist interview potenti applic exist relev grant fellowship overse divers rang propos progress report relat project ensur effect time identif commun program progress lead team six project manag across countri manag perform team respons execut art project partnership built work expertis within geograph region ensur art insight knowledg avail requir manag relat exist partner develop relationship target new partner key govern offici ensur market insight busi develop opportun built plan new programm primari strateg respons market art program india ensur program build reput attract potenti partner partnership market commun team compani british council descript cultur relat organ creat intern opportun peopl uk countri build trust worldwid offic six contin countri bring intern opportun life everi day year work million peopl connect unit kingdom share cultur uk attract asset english art educ year experi compani british council descript respons lead strateg develop british council work music sector india sri lanka region build maintain strong intern partnership across sector india sri lanka uk develop strong extern partnership lead signific extern invest bc activ enabl deliveri ambiti programm music sector activ event thu strengthen cultur relationship india sri lanka uk lead implement music programm within india sri lanka along detail project plan liaison colleagu india sri lanka uk proactiv manag budget timelin project ensur systemat evalu project includ develop effect system process captur quantit qualit inform effect project longer term impact manag team across india sri lanka contribut recruit develop mentor staff compani british council descript respons plan organ logist relat event build perform artist personnel market perform event social media direct mail advertis use websit produc poster public leaflet attract media coverag plan manag budget program book perform event includ arrang tour india develop new project initi consult art profession key stakehold e g local author local govern commun venu director region partner take respons oper offic manag issu venu access health safeti issu implement maintain offic inform system provid administr support manag director ensur corpor legal requir compli report head unit compani british council descript respons develop new specif new project initi music film visual art sector consult council key stakehold plan manag budget support market perform event social media direct mail advertis use websit produc poster public leaflet attract media coverag program outreach workshop respect programm compani aircheck india descript compani intend launch station metro august mumbai fm station win basic infrastructur includ studio product facil transmiss tower station locat central mumbai respons gener research idea programm pitch commiss sourc potenti contributor interviewe select music appropri programm audienc station produc pre product brief present report technic staff contributor manag logist get peopl resourc equip togeth right place right time undertak edit interview report duti necessari present programm manag present pre record record output check copyright clear understand media law use edit mix softwar like sonic foundri vega sonic foundri sound forg acid midi compani rave magazin descript rave magazin definit voic music emerg indian sub contin lifestyl surround exclus report uniqu sensibl editori team year experi publish rave magazin cover everi genr music emerg region provid new perspect intern music respons maintain product schedul report progress overview staff manag supervis photograph freelanc writer gener provid administr support editor particip product meet brain storm session decid direct futur trend content public compani xs event descript xs event event manag compani primarili deal corpor client use differ event increas audienc exposur brand respons develop product deliveri project propos right deliveri deliv event time within budget maintain timelin prioriti everi project manag supplier relationship manag oper administr function ensur specif project deliv effici compani banyan tree commun descript respons sourc potenti contributor interviewe select music appropri programm audienc station undertak edit interview report duti necessari check copyright clear understand media law compani french embassi descript part time basi compani british council descript mumbai advic student variou academ opportun unit kingdom assist variou exhibit british council,Arts
137,educ detail januari rachana sansad school interior deign januari holi famili high school master commerc market mumbai maharashtra univers mumbai draw art craft teacher draw art craft teacher ghatkopar ymca skill detail compani detail compani ghatkopar ymca descript year work jungl cub gym co ordin year,Arts
138,educ detail august januari entermedi math mumbai maharashtra sunbeam academi samn ghat varanasi martial art fit job skill detail compani detail compani sport author descript nd dan black belt karat martial art search person trainer job fit gold medal nation karat championship gold medal state karat championship time best player year uttar pradesh award repres india select world karat championship held croatia europ,Arts
139,skill cours skill name board year pass grade intermedi grade draw art examin committe b examin maharashtra state academ programm detail nation servic scheme camp sponsor govern india ministri youth affair sport new delhi north maharashtra univers jalgaon strength abil learn mistak honesti readi accept challeng respons quick learn adapt confid declar faith pia jetal hiral gorbanjara educ detail may hsc nashik maharashtra state board june ssc nashik maharashtra state board asst professor asst professor skill detail compani detail compani kisan art descript total work experi month sr name organ colleg design work period total experi month kisan art commerc scienc asst professor month sr colleg parola dist jalgaon polit sci maharashtra compani bahadarpur tai parola dist descript,Arts
140,technic skill web technolog angular js html css sass bootstrap jqueri javascript softwar bracket visual studio photoshop visual studio code educ detail januari b e cse nagpur maharashtra g h raisoni colleg engin octob photographi competit click nagpur maharashtra maharashtra state board colleg magazin ocean web design web design trust system softwar skill detail photoshop exprienc month bootstrap exprienc month html exprienc month javascript exprienc month css exprienc less year month angular exprienc less year monthscompani detail compani trust system softwar descript project work trustbank cb project descript trustbank cb core bank solut trust system role respons renov complet ui make modern user friendli maintain optimis bank use share ui structur guidelin incorpor develop team around member achiev target project complet given time frame made requir graphic project photoshop loan bazar loan apprais project descript loan bazar mvc base applic dedic creat manag loan applic goal applic streamlin process loan applic integr exist cb role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop capit secur bond applic project descript capit secur bond applic mvc base applic provid onlin platform purchas gold bond role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop softgst project descript softgst web base applic asp applic everi tax payer vendor gener gstr return basi sale purchas data addit applic reconcili gstr purchas regist role respons design develop ui dashboard trust analytica project descript trust analytika mobil web app show bank asset liabil incom expens role respons design develop land page applic support develop ui implement websit project name tsr technolog servic http tsrtechnologyservic com vidarbha merchant urban co op bank http vmcbank com gisss http gisss co softtrust usa http softtrustusa com role respons commun client understand requir made mock websit design develop complet websit host stipul time compani www jalloshband com descript project name jallosh band www jalloshband com endeavor foundat role respons commun client understand requir made mock websit design develop complet websit host stipul time compani magicalfing descript nation intern client interact manag digit data,Web Designing
141,educ detail b c bachelor comput applic pune maharashtra pune univers h c pune maharashtra pune univers c pune maharashtra pune univers web design develop php develop exposi pvt ltd skill detail compani detail compani exposi pvt ltd descript technic skill web develop html css bootstrap php ajax jqueri javascript databas mysql develop tool notepad sublim text framework codeignit server apach tomcat xampp control panel oper system window compani exposi pvt ltd descript pune augest till date project detail project pragat bharat system technolog use html css bootstrap php jqueri ajax databas use sql team size posit softwar develop synopsi project aim special design peopl use collect inform diifernt sector project ii go ayur system technolog use html css bootstrap php jqueri ajax databas use sql team size posit softwar develop synopsi go ayurveda panchakarma center one tradit well establish profession innov provid classic ayurved health servic kerala panchakarma therapi project iii vitsanindia system technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi onlin shoop app app user friendli option chang languag user find differ categori product choic project iv mahabaleshwartour technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi system provid onlin registr tour packag inform ticket book onlin payment search facil custom also gener differ type report project v cityspaceindia technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi servic provid websit provid differ categori project vi fruitsbuddi technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi fruitbuddi manag detail fruit custom order transact payment manag inform fruit stock payment project total built administr end thu administr guarante access purpos project build applic program reduc manual work manag fruit custom stock order project vii totalcite technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi real estat web applic creat help sell properti web base user interfac visitor websit view particular desir product use search engin facil project viii golchha technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi servic provid websit provid differ categori,Web Designing
142,technic skill web technolog angular js html css sass bootstrap jqueri javascript softwar bracket visual studio photoshop visual studio code educ detail januari b e cse nagpur maharashtra g h raisoni colleg engin octob photographi competit click nagpur maharashtra maharashtra state board colleg magazin ocean web design web design trust system softwar skill detail photoshop exprienc month bootstrap exprienc month html exprienc month javascript exprienc month css exprienc less year month angular exprienc less year monthscompani detail compani trust system softwar descript project work trustbank cb project descript trustbank cb core bank solut trust system role respons renov complet ui make modern user friendli maintain optimis bank use share ui structur guidelin incorpor develop team around member achiev target project complet given time frame made requir graphic project photoshop loan bazar loan apprais project descript loan bazar mvc base applic dedic creat manag loan applic goal applic streamlin process loan applic integr exist cb role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop capit secur bond applic project descript capit secur bond applic mvc base applic provid onlin platform purchas gold bond role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop softgst project descript softgst web base applic asp applic everi tax payer vendor gener gstr return basi sale purchas data addit applic reconcili gstr purchas regist role respons design develop ui dashboard trust analytica project descript trust analytika mobil web app show bank asset liabil incom expens role respons design develop land page applic support develop ui implement websit project name tsr technolog servic http tsrtechnologyservic com vidarbha merchant urban co op bank http vmcbank com gisss http gisss co softtrust usa http softtrustusa com role respons commun client understand requir made mock websit design develop complet websit host stipul time compani www jalloshband com descript project name jallosh band www jalloshband com endeavor foundat role respons commun client understand requir made mock websit design develop complet websit host stipul time compani magicalfing descript nation intern client interact manag digit data,Web Designing
143,educ detail januari b sc inform technolog mumbai maharashtra univers mumbai januari hsc allahabad uttar pradesh allahabad univers januari ssc dot net allahabad uttar pradesh allahabad univers web design develop trainer web design develop skill detail web design exprienc month php exprienc monthscompani detail compani nettech india descript work salari k person interest listen music surf net watch movi play cricket compani epi center academi descript work salari contract base compani aptech charni road descript salari contract base,Web Designing
144,skill languag c basic java basic web technolog html css bootstrap javascript jqueri corel draw photoshop illustr databas mysql ide tool sublim text notepad oper system window xp window educ detail septemb bachelor engin inform technolog nagpur maharashtra nagpur univers may hsc secondari higher secondari state board secondari june ssc secondari higher secondari maharashtra state board secondari web graphic design web graphic design virtuou media point pune skill detail bootstrap exprienc month html exprienc month javascript exprienc month jqueri exprienc month corel draw exprienc month adob photoshop exprienc month adob illustr exprienc month css exprienc monthscompani detail compani virtuou media point descript compani cnc web world descript internship program e sens solut pvt ltd nagpur web design develop present project competit innovesta priyadarshini indira gandhi colleg engin nagpur present nation level paper present tech wave r c e nagpur compani e sens solut pvt ltd descript key result area design websit solut studi inform need confer user studi system flow data usag work process understood process requir provid use case busi function technic requir interact user requir gather prepar function specif low level design document particip softwar develop life cycl sdlc agil methodolog right requir analysi perform detail design modul along implement document integr softwar modul develop team member highlight develop variou modul per custom requir identifi fix number bug relat code databas connect ui defect analyz modifi exist code incorpor number chang applic user requir wrote new code requir code implement integr complex program use technolog html css javascript jqueri bootstrap good command graphic design effect idea project www nitka com nagpur unit corpor admin mintmetrix com taglin video admin smartbadg admin project use technolog like html css bootstrap javascript jqueri text editor sublim text www shreekiaspack co www staragroproduct com www luckystationeri co use technolog like html css bootstrap javascript text editor notepad design variou logo brochur advertis banner visit card pamphlet hoard etc b e final year project major project titl web base diseas diagnosi expert system durat year descript project provid websit doctor give onlin consult particular diseas system give better suggest health problem mini project develop shop manag system develop c curriculum extra curriculum activ compani face descript co ordin project competit,Web Designing
145,technic skill web technolog angular js html css sass bootstrap jqueri javascript softwar bracket visual studio photoshop visual studio code educ detail januari b e cse nagpur maharashtra g h raisoni colleg engin octob photographi competit click nagpur maharashtra maharashtra state board colleg magazin ocean web design web design trust system softwar skill detail photoshop exprienc month bootstrap exprienc month html exprienc month javascript exprienc month css exprienc less year month angular exprienc less year monthscompani detail compani trust system softwar descript project work trustbank cb project descript trustbank cb core bank solut trust system role respons renov complet ui make modern user friendli maintain optimis bank use share ui structur guidelin incorpor develop team around member achiev target project complet given time frame made requir graphic project photoshop loan bazar loan apprais project descript loan bazar mvc base applic dedic creat manag loan applic goal applic streamlin process loan applic integr exist cb role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop capit secur bond applic project descript capit secur bond applic mvc base applic provid onlin platform purchas gold bond role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop softgst project descript softgst web base applic asp applic everi tax payer vendor gener gstr return basi sale purchas data addit applic reconcili gstr purchas regist role respons design develop ui dashboard trust analytica project descript trust analytika mobil web app show bank asset liabil incom expens role respons design develop land page applic support develop ui implement websit project name tsr technolog servic http tsrtechnologyservic com vidarbha merchant urban co op bank http vmcbank com gisss http gisss co softtrust usa http softtrustusa com role respons commun client understand requir made mock websit design develop complet websit host stipul time compani www jalloshband com descript project name jallosh band www jalloshband com endeavor foundat role respons commun client understand requir made mock websit design develop complet websit host stipul time compani magicalfing descript nation intern client interact manag digit data,Web Designing
146,educ detail b c bachelor comput applic pune maharashtra pune univers h c pune maharashtra pune univers c pune maharashtra pune univers web design develop php develop exposi pvt ltd skill detail compani detail compani exposi pvt ltd descript technic skill web develop html css bootstrap php ajax jqueri javascript databas mysql develop tool notepad sublim text framework codeignit server apach tomcat xampp control panel oper system window compani exposi pvt ltd descript pune augest till date project detail project pragat bharat system technolog use html css bootstrap php jqueri ajax databas use sql team size posit softwar develop synopsi project aim special design peopl use collect inform diifernt sector project ii go ayur system technolog use html css bootstrap php jqueri ajax databas use sql team size posit softwar develop synopsi go ayurveda panchakarma center one tradit well establish profession innov provid classic ayurved health servic kerala panchakarma therapi project iii vitsanindia system technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi onlin shoop app app user friendli option chang languag user find differ categori product choic project iv mahabaleshwartour technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi system provid onlin registr tour packag inform ticket book onlin payment search facil custom also gener differ type report project v cityspaceindia technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi servic provid websit provid differ categori project vi fruitsbuddi technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi fruitbuddi manag detail fruit custom order transact payment manag inform fruit stock payment project total built administr end thu administr guarante access purpos project build applic program reduc manual work manag fruit custom stock order project vii totalcite technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi real estat web applic creat help sell properti web base user interfac visitor websit view particular desir product use search engin facil project viii golchha technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi servic provid websit provid differ categori,Web Designing
147,technic skill web technolog angular js html css sass bootstrap jqueri javascript softwar bracket visual studio photoshop visual studio code educ detail januari b e cse nagpur maharashtra g h raisoni colleg engin octob photographi competit click nagpur maharashtra maharashtra state board colleg magazin ocean web design web design trust system softwar skill detail photoshop exprienc month bootstrap exprienc month html exprienc month javascript exprienc month css exprienc less year month angular exprienc less year monthscompani detail compani trust system softwar descript project work trustbank cb project descript trustbank cb core bank solut trust system role respons renov complet ui make modern user friendli maintain optimis bank use share ui structur guidelin incorpor develop team around member achiev target project complet given time frame made requir graphic project photoshop loan bazar loan apprais project descript loan bazar mvc base applic dedic creat manag loan applic goal applic streamlin process loan applic integr exist cb role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop capit secur bond applic project descript capit secur bond applic mvc base applic provid onlin platform purchas gold bond role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop softgst project descript softgst web base applic asp applic everi tax payer vendor gener gstr return basi sale purchas data addit applic reconcili gstr purchas regist role respons design develop ui dashboard trust analytica project descript trust analytika mobil web app show bank asset liabil incom expens role respons design develop land page applic support develop ui implement websit project name tsr technolog servic http tsrtechnologyservic com vidarbha merchant urban co op bank http vmcbank com gisss http gisss co softtrust usa http softtrustusa com role respons commun client understand requir made mock websit design develop complet websit host stipul time compani www jalloshband com descript project name jallosh band www jalloshband com endeavor foundat role respons commun client understand requir made mock websit design develop complet websit host stipul time compani magicalfing descript nation intern client interact manag digit data,Web Designing
148,educ detail januari b sc inform technolog mumbai maharashtra univers mumbai januari hsc allahabad uttar pradesh allahabad univers januari ssc dot net allahabad uttar pradesh allahabad univers web design develop trainer web design develop skill detail web design exprienc month php exprienc monthscompani detail compani nettech india descript work salari k person interest listen music surf net watch movi play cricket compani epi center academi descript work salari contract base compani aptech charni road descript salari contract base,Web Designing
149,skill languag c basic java basic web technolog html css bootstrap javascript jqueri corel draw photoshop illustr databas mysql ide tool sublim text notepad oper system window xp window educ detail septemb bachelor engin inform technolog nagpur maharashtra nagpur univers may hsc secondari higher secondari state board secondari june ssc secondari higher secondari maharashtra state board secondari web graphic design web graphic design virtuou media point pune skill detail bootstrap exprienc month html exprienc month javascript exprienc month jqueri exprienc month corel draw exprienc month adob photoshop exprienc month adob illustr exprienc month css exprienc monthscompani detail compani virtuou media point descript compani cnc web world descript internship program e sens solut pvt ltd nagpur web design develop present project competit innovesta priyadarshini indira gandhi colleg engin nagpur present nation level paper present tech wave r c e nagpur compani e sens solut pvt ltd descript key result area design websit solut studi inform need confer user studi system flow data usag work process understood process requir provid use case busi function technic requir interact user requir gather prepar function specif low level design document particip softwar develop life cycl sdlc agil methodolog right requir analysi perform detail design modul along implement document integr softwar modul develop team member highlight develop variou modul per custom requir identifi fix number bug relat code databas connect ui defect analyz modifi exist code incorpor number chang applic user requir wrote new code requir code implement integr complex program use technolog html css javascript jqueri bootstrap good command graphic design effect idea project www nitka com nagpur unit corpor admin mintmetrix com taglin video admin smartbadg admin project use technolog like html css bootstrap javascript jqueri text editor sublim text www shreekiaspack co www staragroproduct com www luckystationeri co use technolog like html css bootstrap javascript text editor notepad design variou logo brochur advertis banner visit card pamphlet hoard etc b e final year project major project titl web base diseas diagnosi expert system durat year descript project provid websit doctor give onlin consult particular diseas system give better suggest health problem mini project develop shop manag system develop c curriculum extra curriculum activ compani face descript co ordin project competit,Web Designing
150,technic skill web technolog angular js html css sass bootstrap jqueri javascript softwar bracket visual studio photoshop visual studio code educ detail januari b e cse nagpur maharashtra g h raisoni colleg engin octob photographi competit click nagpur maharashtra maharashtra state board colleg magazin ocean web design web design trust system softwar skill detail photoshop exprienc month bootstrap exprienc month html exprienc month javascript exprienc month css exprienc less year month angular exprienc less year monthscompani detail compani trust system softwar descript project work trustbank cb project descript trustbank cb core bank solut trust system role respons renov complet ui make modern user friendli maintain optimis bank use share ui structur guidelin incorpor develop team around member achiev target project complet given time frame made requir graphic project photoshop loan bazar loan apprais project descript loan bazar mvc base applic dedic creat manag loan applic goal applic streamlin process loan applic integr exist cb role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop capit secur bond applic project descript capit secur bond applic mvc base applic provid onlin platform purchas gold bond role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop softgst project descript softgst web base applic asp applic everi tax payer vendor gener gstr return basi sale purchas data addit applic reconcili gstr purchas regist role respons design develop ui dashboard trust analytica project descript trust analytika mobil web app show bank asset liabil incom expens role respons design develop land page applic support develop ui implement websit project name tsr technolog servic http tsrtechnologyservic com vidarbha merchant urban co op bank http vmcbank com gisss http gisss co softtrust usa http softtrustusa com role respons commun client understand requir made mock websit design develop complet websit host stipul time compani www jalloshband com descript project name jallosh band www jalloshband com endeavor foundat role respons commun client understand requir made mock websit design develop complet websit host stipul time compani magicalfing descript nation intern client interact manag digit data,Web Designing
151,educ detail b c bachelor comput applic pune maharashtra pune univers h c pune maharashtra pune univers c pune maharashtra pune univers web design develop php develop exposi pvt ltd skill detail compani detail compani exposi pvt ltd descript technic skill web develop html css bootstrap php ajax jqueri javascript databas mysql develop tool notepad sublim text framework codeignit server apach tomcat xampp control panel oper system window compani exposi pvt ltd descript pune augest till date project detail project pragat bharat system technolog use html css bootstrap php jqueri ajax databas use sql team size posit softwar develop synopsi project aim special design peopl use collect inform diifernt sector project ii go ayur system technolog use html css bootstrap php jqueri ajax databas use sql team size posit softwar develop synopsi go ayurveda panchakarma center one tradit well establish profession innov provid classic ayurved health servic kerala panchakarma therapi project iii vitsanindia system technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi onlin shoop app app user friendli option chang languag user find differ categori product choic project iv mahabaleshwartour technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi system provid onlin registr tour packag inform ticket book onlin payment search facil custom also gener differ type report project v cityspaceindia technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi servic provid websit provid differ categori project vi fruitsbuddi technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi fruitbuddi manag detail fruit custom order transact payment manag inform fruit stock payment project total built administr end thu administr guarante access purpos project build applic program reduc manual work manag fruit custom stock order project vii totalcite technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi real estat web applic creat help sell properti web base user interfac visitor websit view particular desir product use search engin facil project viii golchha technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi servic provid websit provid differ categori,Web Designing
152,technic skill web technolog angular js html css sass bootstrap jqueri javascript softwar bracket visual studio photoshop visual studio code educ detail januari b e cse nagpur maharashtra g h raisoni colleg engin octob photographi competit click nagpur maharashtra maharashtra state board colleg magazin ocean web design web design trust system softwar skill detail photoshop exprienc month bootstrap exprienc month html exprienc month javascript exprienc month css exprienc less year month angular exprienc less year monthscompani detail compani trust system softwar descript project work trustbank cb project descript trustbank cb core bank solut trust system role respons renov complet ui make modern user friendli maintain optimis bank use share ui structur guidelin incorpor develop team around member achiev target project complet given time frame made requir graphic project photoshop loan bazar loan apprais project descript loan bazar mvc base applic dedic creat manag loan applic goal applic streamlin process loan applic integr exist cb role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop capit secur bond applic project descript capit secur bond applic mvc base applic provid onlin platform purchas gold bond role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop softgst project descript softgst web base applic asp applic everi tax payer vendor gener gstr return basi sale purchas data addit applic reconcili gstr purchas regist role respons design develop ui dashboard trust analytica project descript trust analytika mobil web app show bank asset liabil incom expens role respons design develop land page applic support develop ui implement websit project name tsr technolog servic http tsrtechnologyservic com vidarbha merchant urban co op bank http vmcbank com gisss http gisss co softtrust usa http softtrustusa com role respons commun client understand requir made mock websit design develop complet websit host stipul time compani www jalloshband com descript project name jallosh band www jalloshband com endeavor foundat role respons commun client understand requir made mock websit design develop complet websit host stipul time compani magicalfing descript nation intern client interact manag digit data,Web Designing
153,educ detail januari b sc inform technolog mumbai maharashtra univers mumbai januari hsc allahabad uttar pradesh allahabad univers januari ssc dot net allahabad uttar pradesh allahabad univers web design develop trainer web design develop skill detail web design exprienc month php exprienc monthscompani detail compani nettech india descript work salari k person interest listen music surf net watch movi play cricket compani epi center academi descript work salari contract base compani aptech charni road descript salari contract base,Web Designing
154,skill languag c basic java basic web technolog html css bootstrap javascript jqueri corel draw photoshop illustr databas mysql ide tool sublim text notepad oper system window xp window educ detail septemb bachelor engin inform technolog nagpur maharashtra nagpur univers may hsc secondari higher secondari state board secondari june ssc secondari higher secondari maharashtra state board secondari web graphic design web graphic design virtuou media point pune skill detail bootstrap exprienc month html exprienc month javascript exprienc month jqueri exprienc month corel draw exprienc month adob photoshop exprienc month adob illustr exprienc month css exprienc monthscompani detail compani virtuou media point descript compani cnc web world descript internship program e sens solut pvt ltd nagpur web design develop present project competit innovesta priyadarshini indira gandhi colleg engin nagpur present nation level paper present tech wave r c e nagpur compani e sens solut pvt ltd descript key result area design websit solut studi inform need confer user studi system flow data usag work process understood process requir provid use case busi function technic requir interact user requir gather prepar function specif low level design document particip softwar develop life cycl sdlc agil methodolog right requir analysi perform detail design modul along implement document integr softwar modul develop team member highlight develop variou modul per custom requir identifi fix number bug relat code databas connect ui defect analyz modifi exist code incorpor number chang applic user requir wrote new code requir code implement integr complex program use technolog html css javascript jqueri bootstrap good command graphic design effect idea project www nitka com nagpur unit corpor admin mintmetrix com taglin video admin smartbadg admin project use technolog like html css bootstrap javascript jqueri text editor sublim text www shreekiaspack co www staragroproduct com www luckystationeri co use technolog like html css bootstrap javascript text editor notepad design variou logo brochur advertis banner visit card pamphlet hoard etc b e final year project major project titl web base diseas diagnosi expert system durat year descript project provid websit doctor give onlin consult particular diseas system give better suggest health problem mini project develop shop manag system develop c curriculum extra curriculum activ compani face descript co ordin project competit,Web Designing
155,technic skill web technolog angular js html css sass bootstrap jqueri javascript softwar bracket visual studio photoshop visual studio code educ detail januari b e cse nagpur maharashtra g h raisoni colleg engin octob photographi competit click nagpur maharashtra maharashtra state board colleg magazin ocean web design web design trust system softwar skill detail photoshop exprienc month bootstrap exprienc month html exprienc month javascript exprienc month css exprienc less year month angular exprienc less year monthscompani detail compani trust system softwar descript project work trustbank cb project descript trustbank cb core bank solut trust system role respons renov complet ui make modern user friendli maintain optimis bank use share ui structur guidelin incorpor develop team around member achiev target project complet given time frame made requir graphic project photoshop loan bazar loan apprais project descript loan bazar mvc base applic dedic creat manag loan applic goal applic streamlin process loan applic integr exist cb role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop capit secur bond applic project descript capit secur bond applic mvc base applic provid onlin platform purchas gold bond role respons design develop modern respons ui entir applic achiev target given time frame made requir graphic project photoshop softgst project descript softgst web base applic asp applic everi tax payer vendor gener gstr return basi sale purchas data addit applic reconcili gstr purchas regist role respons design develop ui dashboard trust analytica project descript trust analytika mobil web app show bank asset liabil incom expens role respons design develop land page applic support develop ui implement websit project name tsr technolog servic http tsrtechnologyservic com vidarbha merchant urban co op bank http vmcbank com gisss http gisss co softtrust usa http softtrustusa com role respons commun client understand requir made mock websit design develop complet websit host stipul time compani www jalloshband com descript project name jallosh band www jalloshband com endeavor foundat role respons commun client understand requir made mock websit design develop complet websit host stipul time compani magicalfing descript nation intern client interact manag digit data,Web Designing
156,educ detail b c bachelor comput applic pune maharashtra pune univers h c pune maharashtra pune univers c pune maharashtra pune univers web design develop php develop exposi pvt ltd skill detail compani detail compani exposi pvt ltd descript technic skill web develop html css bootstrap php ajax jqueri javascript databas mysql develop tool notepad sublim text framework codeignit server apach tomcat xampp control panel oper system window compani exposi pvt ltd descript pune augest till date project detail project pragat bharat system technolog use html css bootstrap php jqueri ajax databas use sql team size posit softwar develop synopsi project aim special design peopl use collect inform diifernt sector project ii go ayur system technolog use html css bootstrap php jqueri ajax databas use sql team size posit softwar develop synopsi go ayurveda panchakarma center one tradit well establish profession innov provid classic ayurved health servic kerala panchakarma therapi project iii vitsanindia system technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi onlin shoop app app user friendli option chang languag user find differ categori product choic project iv mahabaleshwartour technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi system provid onlin registr tour packag inform ticket book onlin payment search facil custom also gener differ type report project v cityspaceindia technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi servic provid websit provid differ categori project vi fruitsbuddi technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi fruitbuddi manag detail fruit custom order transact payment manag inform fruit stock payment project total built administr end thu administr guarante access purpos project build applic program reduc manual work manag fruit custom stock order project vii totalcite technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi real estat web applic creat help sell properti web base user interfac visitor websit view particular desir product use search engin facil project viii golchha technolog use html css bootstrap php jqueri ajax java script databas use sql team size posit softwar develop synopsi servic provid websit provid differ categori,Web Designing
